firm_id,firmname,firmname_page,firmname_start_line,firmname_end_line,next_firmname_start_line
109,Hamburger Treuhand Aktiengesellschaft,291,6603,6603,6624
110,Handels- u. Verkehrs- Bank A.-G.,291,6624,6624,6705
111,"Hypothekenbank in Hamburg,",292,6705,6705,6971
112,"Liquidations-Casse in Hamburg Akt.-Ges,.,",296,6971,6971,7086
113,Treuhand-Syndikat-Akt.-Ges.,297,7086,7086,7117
114,Vereinsbank,298,7117,7117,7237
115,Hannoversche Gesellschaft für Industrie u. Bankwesen,299,7237,7237,7264
116,"Treuhand- u. Wirtschaftsberatungs-Akt.-Ges.,",300,7264,7264,7292
117,Westholsteinische Bank,300,7292,7292,7364
118,Hertener Volksbank Akt.-Ges.,301,7364,7364,7398
119,Ibbenbürener Volksbank,302,7398,7398,7430
120,Badische Bank,302,7430,7430,7530
121,"Vereinsbank Kirchberg, Akt.-Ges.",304,7530,7530,7569
122,Allgemeine Wirtschaftsbank Aktien-Gesellschaft,304,7569,7569,7593
123,"Kölner Handelsbank Akt.-Ges.,",305,7593,7593,7629
124,Revisions- und Organisations-Treuhand-Akt.-Ges.,305,7629,7629,7648
125,Rheinisch-Westfälische Boden-Credit-Bank,305,7648,7648,7978
126,Treuhand Akt.-Ges. für Haus- und Grundbesitz,310,7978,7978,7996
127,Königsberger Bank Akt.-Ges. in Liqu. in Königsberg i. Pr.,310,7996,7996,8006
128,Ostdeutsche Warenkreditbank Aktiengesellschaft,311,8006,8006,8037
129,"Lauchaer Bankverein, Actiengesellschaft",311,8037,8037,8069
130,Bank für Handel u. Gewerbe Akt.-Ges.,312,8069,8069,8177
131,Leipziger Handels- und Verkehrs-Bank A.-G.,313,8177,8177,8281
132,Treuhand-Aktiengesellschaft,314,8281,8281,8313
133,Lommatzscher Bank Akt.-Ges.,315,8313,8313,8350
134,"Pfälzische Bank Akt.-Ges. in Liqu.,, Ludwigshafen a. Rh.",315,8350,8350,8354
135,Pfälzische Hypothekenbank,315,8354,8354,8691
136,Lübecker Hypothekenbank Aktiengesellschaft,320,8691,8691,8783
137,Spar- und Leihkasse im Flecken Ahrensbök,321,8783,8783,8805
138,‘Landwirtschaftlieher Creditverein für das Wendland,322,8805,8805,8833
139,Rheinische Hypothekenbank,322,8833,8833,9182
140,"Rheinische Treuhand-Ges., Akt.-Ges.",327,9182,9182,9217
141,„Ländl. Spar- und Vorschussverein für Bohnitzsch,327,9217,9217,9247
142,Krögiser Bank Akt.-Ges.,328,9247,9247,9274
143,"Bankhaus L. Waitzfelder Akt.-Ges. in Liqu, München.",328,9274,9274,9322
144,Bayerische Bank für Handel und Industrie Akt.-Ges.,329,9322,9322,9335
145,Bayerische Handelsbank Bodenkreditanstalt,329,9335,9335,9581
146,"100, ‚Augsburg: 100,50°],.",332,9581,9581,9709
147,Bayerische Hypotheken- und Wechsel-Bank,334,9709,9709,10154
148,Bayerische Notenbank,339,10154,10154,10287
149,Bayerische Vereinsbank,341,10287,10287,10745
150,Deutsche Allgemeine Treuhand — Treuhand Bayerischer Rechtsanwälte Akt.-Ges.,347,10745,10746,10798
151,"Deutsche Hauptbank für Hypothekenschutz, Akt.-Ges.",348,10798,10798,10843
152,Kreditbank deutscher Haus- und Grundbesitzer,349,10843,10843,10906
153,"Landesbank bayerischer Grund- u. Hausbesitzervereine,",350,10906,10906,10949
154,Münchener Kassen -Verein Aktiengesellschaft,350,10949,10949,10995
155,Süddeutsche Bodencreditbank,351,10995,10995,11245
156,Niddaer Bank Akt.-Ges.,354,11245,11245,11283
157,Bayerische Disconto & Wechsel-Bank A. G.,355,11283,11283,11312
158,Treuhand- & Revisions-Aktien-Gesellschaft,355,11312,11312,11341
159,Vereinsbank in Nürnberg,356,11341,11341,11589
160,gestellt.,359,11589,11589,11622
161,Treuhand -Akt.-Ges. Oldenburg,359,11622,11622,11657
162,Banque de France in Paris.,360,11657,11657,11755
163,*Kredit-Aktiengesellschaft Potsdam,361,11755,11755,11772
164,Landwirtschaftliche u. Gewerbebank Akt.-Ges. Pyritz,362,11772,11772,11778
165,Kreisbank Recklinghausen Akt.-Ges.,362,11778,11778,11814
166,Reichenbacher Bank Akt.-Ges.,362,11814,11814,11857
167,Riesaer Bank A.-G.,363,11857,11857,11916
168,Erste Allgemeine Sparversicherungsbank A.-G.,364,11916,11916,12000
169,"Saarländische Immobilien-Kredit-Zentral-Kasse, Akt.-Ges.",365,12000,12000,12037
170,"„Sasag“ Saarbrücker Sparbank A.-G., Saarbrücken.",365,12037,12037,12042
171,Saarländische Depositenbank Akt.-Ges.,365,12042,12042,12069
172,Mecklenburgische Depositen- u. Wechselbank,366,12069,12069,12211
173,Treuhand- und Verwaltungs-Aktiengesellschaft,367,12211,12211,12241
174,Allgemeine Elsässische Bankgesellschaft,368,12241,12241,12307
175,Süddeutsche Festwertbank Akt.-Ges.,369,12307,12307,12399
176,Württembergische Hypothekenbank,370,12399,12399,12664
177,Württ. Industrietreuhand-Aktiengesellschaft,373,12664,12664,12690
178,Württembergischer Kreditverein Aktiengesellschaft,374,12690,12690,12881
179,Thüringische Landes-Hypothekenbank Akt.-Ges.,376,12881,12881,13145
180,Bankverein Werther Akt.-Ges.,380,13145,13145,13182
181,"Allgemeine Effekten- und Kreditbank-Akt.-Ges.,",381,13182,13182,13188
182,"Bank für Grundbesitz, Handel und Gewerbe Akt.-Ges.,",381,13188,13188,13245
183,Bayerische Bodencredit-Anstalt,382,13245,13245,13425
184,"Frankenbank Akt.-Ges. in Liqu., Würzburg.",384,13425,13425,13463
185,Barmer Creditbank,385,13463,13463,13472
186,"Barmer Bank-Verein Hinsberg, Fischer & Comp.",385,13472,13472,13486
187,"Ban-, Terrain- und Immobilien-Gesellschaften, Schachtbau, Asphaltgewinnung und -Verarbeitung.",385,13486,13487,13487
188,Asphaltgewinnung und -Verarbeitung. Augsburger Volkshaus Akt.-Ges.,385,13487,13488,13516
189,AGEKA Aktiengesellschaft für Kleinwohnungsbau,386,13516,13516,13536
190,Aktiengesellschaft für Grundbesitz u. Versicherungswesen,386,13536,13536,13539
191,"Akt.-Ges. für Grundstücksverkehr, Berlin C 2, Burgstr. 13/14.",386,13539,13539,13559
192,Akt.-Ges. für Industrie-Unternehmungen am Friedrichshain,386,13559,13559,13615
193,Aktiengesellschaft für Verwaltung von Grundstücken,387,13615,13615,13633
194,Aktien-Gesellschaft Werderscher Markt,387,13633,13633,13663
195,„Am Nordring“ Grundstücksverwaltungs-Akt.-Ges.,388,13663,13663,13692
196,Bau-Akt.-Ges. Friedrichstrasse am Oranienburger Tor,388,13692,13692,13719
197,"Baugesellschaft am Zoologischen Garten Akt.-Ges.,",389,13719,13719,13743
198,"Bauverband Aktiengesellschaft in Liqu., Berlin.",389,13743,13743,13768
199,"Bayerischer Platz 1 Grundstücks-Aktiengesellschaft,",389,13768,13768,13787
200,Bellaria Grundstücksverwaltungs-Akt.-Ges.,390,13787,13787,13808
201,Berliner Bürohaus Grundstücksverwertungs-Akt.-Ges.,390,13808,13808,13822
202,Berliner Grundstticksverwalt. -A.-G. Kurfürstenstrasse 103,390,13822,13822,13842
203,"Julius M. Bier, Akt.-Ges.",391,13842,13842,13866
204,Bodengesellschaft Passauerstrasse 2 Akt.-Ges. in’ Ligu.,391,13866,13866,13886
205,"Brennerstrasse 8, Grundstücks-Aktiengesellschaft",391,13886,13886,13908
206,"Brunhildstrasse 5, Grundstücks-Akt.-Ges.",392,13908,13908,13912
207,"Bürobau Akt.-Ges. in Liqu., Berlin.",392,13912,13912,13916
208,"Cartonnagen-Maschinen-Industrie und Faconschmiede,",392,13916,13916,13943
209,Celeritas Grundstücks-Aktiengesellschaft in Liqu.,392,13943,13943,13963
210,Charlottenstrasse 13 Grundstücks-Aktienges in Liqn.,392,13963,13963,13993
211,Derfflingerstrasse4 Grundstücksaktiengesellschaft in Liqu.,393,13993,13993,14018
212,"Deutsche Aufbau-Akt.-Ges. für Grundbesitz,",393,14018,14018,14020
213,"Industrie u. Schiffahrt in Liqu., Berlin",393,14020,14020,14064
214,"Deutsche Grundstücks-Akt.-Ges., Berlin.",394,14064,14064,14070
215,Domus maxima Grundstücks-Akt.-Ges.,394,14070,14070,14092
216,"Ellenax Akt.-Ges. über das Grundstück Tieckstr.29 zu Berlin,",394,14092,14092,14111
217,Elssholzstrasse 16Grundstücksverwertungs-Akt.-Ges. inLiqu.,395,14111,14111,14131
218,„Elsterplatz“ Boden- und Bau-Aktien-Gesellschaft in Liqu.,395,14131,14131,14151
219,Gepa Grundstücks-Aktien-Gesellschaft in Liqu.,395,14151,14151,14172
220,Geschäfts- u. Haus-Verwaltungs-Akt.-Ges.,395,14172,14172,14191
221,"Gross-Berliner Boden-Akt.-Ges., Berlin.",396,14191,14191,14195
222,"Gross-Berliner-Boden-Verwaltungs-Akt.-Ges., Berlin.",396,14195,14195,14199
223,Grundbesitz-Akt.-Ges.,396,14199,14199,14218
224,"Grunderwerbsgesellschaft Dresdener Str. 5253, Akt.-Ges.,",396,14218,14218,14236
225,Grundstücks - Akt.-Ges. Kaiser Friedrichstrasse 164 und Stuttgarter Strasse 17 in Liqu. in Berlin.,396,14236,14237,14259
226,Grundstücks-Akt.-Ges. Paulsbornerstrasse,397,14259,14259,14283
227,Grundstücks -Erwerbs- u. Verwertungsgesellschaft Schöneberg Akt.-Ges. in Berlin.,397,14283,14284,14301
228,Grundstücksgesellschaft Keithstrasse 6 Akt.-Ges.,397,14301,14301,14322
229,"Grundstücks-Gesellschaft Kochstrasse 8 Aktiengesellschaft,.",398,14322,14322,14338
230,Grundstücksgesellsehaft Kurfürstendamm 42 Akt.-Ges.,398,14338,14338,14354
231,Gutsverwaltung Sachsenland Akt.-Ges.,398,14354,14354,14373
232,Hallesches Tor Grundstücks-Verwaltungs-Akt.-Ges.,399,14373,14373,14397
233,Handelsstätte Spittelmarkt Akt.-Ges.,399,14397,14397,14421
234,„Handimag“ Handels- und Immobilien-Akt.-Ges. in Liqu.,399,14421,14421,14426
235,Hardenbergstrasse 9a Grundstücksverwaltungs-,399,14426,14426,14443
236,Albert 0. Hartmann Grundstücks-Aktiengesellschaft,400,14443,14443,14446
237,Haus- und Agentur-Akt.-Ges. in Liqu. in Berlin.,400,14446,14446,14471
238,Haus am Königssee-Aktiengesellschaft,400,14471,14471,14486
239,Haus der Technik Aktiengesellschaft,400,14486,14486,14522
240,Haus Kaiser Friedrichstrasse 163 u. Stuttgarterstrasse 18 Grundstücks-Akt.-Ges. in Liqu. in Berlin.,401,14522,14523,14544
241,"Haus Merkur Kochstrasse 6/7 Aktien-Gesellschaft,",401,14544,14544,14562
242,Haus Pflügerstr. 60 Akt.-Ges. in Liqu. in Berlin.,402,14562,14562,14581
243,"Hauserwa, Hauserwerbs-Akt.-Ges.",402,14581,14581,14600
244,"Hausgesellschaft Schöneberg, Körnerstr. 48, Beckerstr. 13/14, Knausstr. 1, Akt.-Ges.",402,14600,14601,14618
245,Heimenia Grundstücks-Verwaltungs-Akt.-Ges. in Liqu.,402,14618,14618,14634
246,Hermsdorfer Boden-Akt.-Ges. in Liqu.,403,14634,14634,14655
247,"Holzhallenbau Akt.-Ges., „System Kübler“",403,14655,14655,14676
248,"Ideal Grundstücks-Verwaltungs-Aktiengesellschaft,",403,14676,14676,14701
249,Im Exportviertel Grundstücks-Verwaltungs- und Verwertungs-Akt.-Ges.,404,14701,14702,14719
250,„Klingsor“ Grundstücksverwaltungs- u. Verwertungs- Aktiengesellschaft,404,14719,14720,14736
251,Kochstrasse 55 Grundstücks-Aktiengesellschaft in Liqu.,404,14736,14736,14760
252,Königgrätzerstrasse 66 Grundstücks-Akt.-Ges. in Liqu.,405,14760,14760,14780
253,Konstanzerstrasse 65 Grundstücksverwertungs-Akt.-Ges.,405,14780,14780,14800
254,"Labina Grundstücks Akt.-Ges., Berlin.",405,14800,14800,14802
255,"„Landag“ Land- u. Stadt-Grundstücks-Aktiengesellschaft,",405,14802,14802,14818
256,Lehrter Strasse 21/22 Grundstücksverwaltungs-Akt.-Ges.,406,14818,14818,14823
257,Lichterfelder Grundstücks-Aktiengesellschaft,406,14823,14823,14828
258,„Lifag“ Likörfabrik Aktien-Gesellschaft,406,14828,14828,14851
259,Linkao Grundstücks-Aktiengesellschaft,406,14851,14851,14870
260,Mariannenufer 9 Akt.-Ges. in Berlin.,407,14870,14870,14874
261,"Marienstrasse 24, Grundstücks-Akt.-Ges., Berlin.",407,14874,14874,14878
262,Maros Grunderwerbs-Akt.-Ges.,407,14878,14878,14895
263,„Mowega“ Grundstücksverwertungs-Aktiengesellschaft,407,14895,14895,14914
264,„Nedag“ Niederdeutsche Immobilien-Akt.-Ges.,407,14914,14914,14917
265,Neue Friedrichstrasse 47 Grundstücks-Verwaltungs-,407,14917,14917,14939
266,"Nordland Grundstücks-Aktiengesellschaft, Berlin.",408,14939,14939,14941
267,"Odin Grundstücks-Verwaltungs-Akt.-Ges. Neue Kantstr. 6,",408,14941,14941,14962
268,"„Oikos“ Akt.-Ges.,",408,14962,14962,14983
269,Potsdamer Platz Akt.-Ges.,408,14983,14983,15004
270,Potsdamer Strasse 88 Grundstücksverwertungs-Akt.-Ges.,409,15004,15004,15009
271,Providentia Grundstücks-Akt.-Ges.,409,15009,15009,15024
272,Radius Grundstücks-Akt.-Ges.,409,15024,15024,15041
273,Real-Interessen Akt.-Ges.,409,15041,15041,15058
274,Romanisches Haus Grundstücks-Akt.-Ges.,410,15058,15058,15074
275,Seharmag Terrainaktiengesellschaft in Berlin.,410,15074,15074,15076
276,Schönower Immobilien-Aktien-Gesellschaft,410,15076,15076,15113
277,„Solidaris“ Grundstücks-Akt.-Ges. über das Grundstück Lutherstrasse 6 zu Berlin.,411,15113,15114,15135
278,Soziale Wohnungsbau-Aktiengesellschaft,411,15135,15135,15151
279,Steglitzer Hypotheken- und Grundstücks-Akt.-Ges. in Liqu.,411,15151,15151,15164
280,Sybelstrasse 16 Grundstücks-Verwertungs-Akt.-Ges. in Liqu.,411,15164,15164,15182
281,Tempelhofer Feld Akt.-Ges. für Grundstücksverwertung,412,15182,15182,15267
282,"Terrain-Aktiengesellschaft Cladower-Schanze,",413,15267,15267,15283
283,"Terrain-Aktiengesellschaft Nieder-Schönhausen in Liqu,,",413,15283,15283,15318
284,Terrain-Gesellschaft Gross-Liehterfelde,414,15318,15318,15370
285,"Trabener Strasse 21, Grundstücks-Akt.-Ges.",414,15370,15370,15390
286,"Urbelo, Berliner Grundstücks-Akt.-Ges.",415,15390,15390,15408
287,"Villeneolonie „Oberspree“ Akt.-Ges. in Liqu., Berlin",415,15408,15408,15425
288,Vorort Steglitz Grundstücks-Verwertungs-Akt.-Ges.,415,15425,15425,15445
289,Waren-Handelsgesellschaft für landwirtschaftlichen Bedarf,416,15445,15445,15470
290,"Westen Villenbau Akt.-Ges. in Liqu.,",416,15470,15470,15485
291,"Wicking Aktien-Gesellschaft für Grundstücksverwaltung,",416,15485,15485,15506
292,Wilmersdorfer Wohnungs- und Garagen-Bau- Aktiengesellschaft,417,15506,15507,15524
293,"Wohnhaus Carmerstrasse 2, Grundstücksverwaltungs-A.-G.",417,15524,15524,15544
294,Bielefelder Baugesellschaft in Liqu. in Bielefeld.,417,15544,15544,15559
295,Schiffahrtskontorhaus Akt.-Ges.,417,15559,15559,15575
296,Gelände- & Bau-Aktien-Gesellschaft,418,15575,15575,15598
297,Gebrüder Goedhart Akt.-Ges.,418,15598,15598,15690
298,Industrieterrains Düsseldorf-Reisholz A.-G.,419,15690,15690,15728
299,Stahlwerk Niederrhein Aktiengesellschaft in Liqu.,420,15728,15728,15755
300,Eilenburger Nahrungsmittelwerke Akt.-Ges.,420,15755,15755,15782
301,Kölnische Boden-Akt.-Ges.,421,15782,15782,15820
302,Bau- und Ansiedelungs-Akt.-Ges.,421,15820,15820,15847
303,"Franken-Allee, Aktiengesellschaft",422,15847,15847,15913
304,"Terrain-Ges. Gräfelfing Akt.-Ges. in Lign., Gräfelfing.",423,15913,15913,15919
305,Hagener Grundstücks-Akt.-Ges.,423,15919,15919,15939
306,Aktiengesellschaft zur Beschaffung von Büroräumen,423,15939,15939,15959
307,"Bürohaus Soorstrasse Akt.-Ges. in Liqu., Hamburg.",423,15959,15959,15963
308,F. Harriefeld Akt.-Ges.,423,15963,15963,16056
309,Seelhorst Grundstücks-Aktiengesellsehaft,425,16056,16056,16075
310,Boden-Gesellschaft Heidenau Akt.-Ges. in Liqu.,425,16075,16075,16091
311,Akt.-Ges. für Kleinwohnungsbau in Hofheim a. Ts.,425,16091,16091,16119
312,Gemeinnützige Baugesellschaft Keula Akt.-Ges. in Liqu.,426,16119,16119,16144
313,"Aktiengesellschaft für Grundstücks-Verwaltung und Verwertung Köln, Hohestrasse 1/13",426,16144,16145,16168
314,Balsam Aktiengesellschaft,426,16168,16168,16196
315,Gemeinnütziger Bauverein Königswusterhausen Akt.-Wes.,427,16196,16196,16224
316,Gemeinnützige Krefelder Siedlungs- Aktiengesellschaft,427,16224,16224,16262
317,Akt.-Ges. für Grundstücksverwertung,428,16262,16262,16293
318,Eisenbetonbau-Akt.-Ges. vormals Vetterlein & Co. in Liqu.,428,16293,16293,16346
319,Grundstücks-Aktiengesellsehaft Hainstrasse 4 in Liqu.,428,16346,16346,16384
320,Leipziger Westend-Baugesellschaft,429,16384,16384,16440
321,Schweizerhaus Akt.-Ges.,430,16440,16440,16507
322,"Baugesellschaft Nikolaiplatz, Aktiengesellschaft",430,16507,16507,16528
323,Baugesellschaft Widenmayerstrasse Akt.-Ges.,431,16528,16528,16545
324,"Gautinger Immobilien-Gesellschaft, Akt.-Ges. in Liqu.",431,16545,16545,16576
325,"Grundbesitz-Akt.-Ges. Haidhausen in Liqu., München.",431,16576,16576,16589
326,"Grundstücksverwaltungs- & Verwertungsgesellschaft Rumfordstr. 36/58 in München, Aktiengesellschaft",432,16589,16590,16613
327,Grundverwertungs-Aktiengesellschaft Mülheim-Ruhr,432,16613,16613,16636
328,Hausgesellschaft Dachauerstrasse München Akt.-Ges.,432,16636,16636,16662
329,Immobiliengesellschaft München-Süd-Ost Akt.-Ges.,433,16662,16662,16695
330,„Orag“ Aktiengesellschaft für Schneidereibedarf,433,16695,16695,16741
331,„Strabeda“ Aktiengesellschaft für Strassenbau in Liqu.,434,16741,16741,16746
332,Terrain-Akt.-Ges. München-Nymphenburg,434,16746,16746,16768
333,"Max Ercklentz & Co. Akt.-Ges. in M.Gladbach,",434,16768,16768,16794
334,Heinr. Hermes Akt.-Ges.,435,16794,16794,16831
335,Deutsche Kleinwohnungsbau-Aktiengesellschaft,435,16831,16831,16851
336,Terrain-Aktiengesellschaft Nürnberg-Süd in Liqu.,435,16851,16851,16873
337,"J. B. Weber, Akt.-Ges.",436,16873,16873,16895
338,Grundstücks-Verwaltungs- und Verwertungs-Akt.-G,436,16895,16895,16915
339,"Saarow-Pieskow, Landhaussiedelung am Scharmützelsee",436,16915,16915,16944
340,Kontorhaus Merkur Aktiengesellschaft,437,16944,16944,16962
341,Minervabau-Akt.-Ges.,437,16962,16962,16980
342,Aktien-Baugesellschaft Uerdingen,437,16980,16980,17009
343,"Waldkolonie Müritzsee Akt.-Ges. in Liqu., Waren (Meckl.).",438,17009,17009,17012
344,Eisenbau Wyhlen Akt.-Ges.,438,17012,17012,17038
345,"Dergwerke, Hütten- u. Salinenwesen, Erdöl- u. Torfgewinnung. Baroper Walzwerk, Akt.-Ges.",438,17038,17039,17161
