band,page,firmname
1,1370,Kettwiger Bank Aktiengesellschaft.
1,1370,Kölner Handelsbank Aktiengesellschaft.
1,1371,Treuhand- Aktien-Gesellschaft.
1,1371,Westdeutsche Bodenkreditanstalt.
1,1374,Lommatzscher Bank Akt.-Ges.
1,1375,Bank-Verein zu Mayen.
1,1375,Deutsche Hypothekenbank.
1,1380,Meller Volksbank Aktiengesellschaft.
1,1380,Kreditbank deutscher Haus- und Grundbesitzer Aktien-Gesellschaft in Liqu.
1,1380,Niddaer Bank A.-G.
1,1381,Frankenbank Nürnberg Aktiengesellschaft.
1,1381,Treuhand-Aktiengesellschaft Oldenburg.
1,1381,Banque de France.
1,1382,Rotenburger Bankverein Aktien-Gesellschaft.
1,1383,Saarländische Depositenbank Akt.-Ges.
1,1383,Mecklenburgische Depositen- und Wechselbank.
1,1385,Mecklenburgische Hypotheken- und Wechselbank. //
1,1387,Schwäbische Bank Aktiengesellschaft.
1,1388,Württembergische Notenbank.
1,1389,Thüringische Staatsbank.
1,1392,"Bank für Grundbesitz, Handel und Gewerbe Aktiengesellschaft."
1,1392,Deutsche Immohilien-Aktiengesellschaft.
1,1393,Aktiengesellschaft für Immobilien in Liqu.
1,1393,* Augustus Grundstücks-Aktiengesellschaft.
1,1393,Baumaterialien- und Grundstücks-Akt.-Ges.
1,1393,Boden-Aktiengesellschaft Berlin-Heinersdorf.
1,1394,Bodengesellschaft Saarbrücker Straße Aktiengesellschaft.
1,1394,Casa Immobilien-Aktiengesellschaft.
1,1394,Fichtenhof Grundstücks-Aktiengesellschaft.
1,1394,Flachbau-Aktiengesellschaft.
1,1395,Grundstücks-Akt.-Ges. Große Frankfurter Str. 121.
1,1395,Grundstücks Aktiengesellschaft Marwitz.
1,1395,Handelsstätte Spittelmarkt Aktiengesellschaft.
1,1396,Heymann & Schmidt Aktiengesellschaft.
1,1396,Ideal Grundstücks-Verwaltungs-Aktiengesellschaft.
1,1397,",,InnereStadt“Grundstücks-Verwaltungs-u.Verwertungs-Akt.-Ges."
1,1397,Landhausbau-Aktiengesellschaft.
1,1397,Littorale Grundstücks-Akt.-Ges.
1,1397,Müllerstraße 137 Grundstücksverwertungs-Akt.-Ges.
1,1397,Neue Berliner Grundstücks-Aktiengesellschaft in Liqu.
1,1397,"Paur & Comp., Aktiengesellschaft."
1,1398,Schrobsdorfi Bauspar-Aktiengesellschaft.
1,1398,Teltowerstrasse 31 Grundstücks-Aktiengesellschaft.
1,1398,Terrain-Gesellschaft Groß-Lichterfelde.
1,1399,84 296 Wohnstätte Kurfürstendamm Aktiengesellschaft.
1,1400,Zimmerstraße 10 Grundstücks-Aktiengesellschaft.
1,1400,Bielefelder Volkskaffeehaus Akt.-Ges.
1,1400,Stadtmiihle Bolkenhain Aktiengesellschaft.
1,1401,Bremer Kaufhaus.
1,1401,Dresdner Bau- und Industrie-Aktiengesellschaft.
1,1402,Kölnische Boden-Akt.-Ges.
1,1403,"Westdeutsche Terrain- und Baubank, Aktien-Gesellschaft."
1,1403,F. Harriefeld Aktiengesellschaft in Liqu.
1,1404,Gemeinnützige Aktien-Baugesellschaft für den Landkreis Kempen-Krefeld.
1,1404,Carlswerkhaus Aktiengesellschaft.
1,1404,Gemeinnütziger Bauverein Akt.-Ges. zu Landsberg (Warthe).
1,1405,Dresdner Hof-Aktiengesellschaft.
1,1405,Messhaus Union Akt.-Ges.
1,1406,Tehabau Tief- u. Hochbau-Akt.-Ges.
1,1406,Terrain-Aktiengesellschaft München-Nymphenburg.
1,1406,"Bauunternehmung A. u. H. Hilgers, Aktiengesellschaft."
1,1406,"J. B. Weber, Akt.-Ges."
1,1407,Passauer Innsteg-Aktiengesellschaft.
1,1407,Grundstücks-Verwaltungs- und Verwertungs-Aktiengesellschaft.
1,1407,Cesag Central-Europäische Schwimm-Aufbereitungs-A.-G.
1,1407,Naphta Industrie und Tankanlagen Aktien-Gesellschaft „Nitag“.
1,1408,"Bitterfelder Louisen-Grube, Kohlenwerk und Ziegelei, Aktiengesellschaft."
1,1408,Hubertus Braunkohlen-Aktiengesellschaft.
1,1411,Braunkohlen- u. Briketwerke Roddergrube Aktiengesellschaft. //
1,1414,Essener Steinkohlenbergwerke Aktiengesellschaft.
1,1416,Gersdorfer Steinkohlenbau-Verein.
1,1417,Ilse Bergbau-Actiengesellschaft.
1,1421,Norddeutsche Kohlen- und Cokes-Werke A.-G.
1,1421,"Kaliwerke Benthe, Aktiengesellschaft in Liqu."
1,1422,Braunschweigische Kohlen-Bergwerke.
1,1424,"„Glückauf“, Aktiengesellschaft für Braunkohlen-Verwertung."
1,1425,Pegmatit-Bergbau-Akt.-Ges.
1,1425,Bonner Bergwerks- und Hütten-Verein Akt.-Ges. ///
1,1426,Eisen- & Drahtwerk Erlau A.-G.
1,1427,"Maschinenfabrik Hilfmann & Lorenz, Aktiengesellschaft. ///"
1,1428,Metallwerke Starkenburg Aktiengesellschaft.
1,1428,„Mapag“ Maschinenfabrik Augsburg-Plattling Akt.-Ges.
1,1429,„Autag“ Automobil-Betriebs-Aktiengesellschaft.
1,1429,Autogen-Gasaccumulator Aktiengesellschaft.
1,1430,Halvor Breda Aktiengesellschaft.
1,1430,"Brunsviga-Maschinenwerke Grimme Natalis & Co., /// Aktiengesellschaft."
1,1431,Maschinenbau-Anstalt Moll Aktiengesellschaft.
1,1431,Gebrüder Roeder Aktiengesellschaft.
1,1432,Armaturenfabrik Tremonia Aktien-Gesellschaft.
1,1432,Eisenwerk Coswig Aktiengesellschaft.
1,1433,Nähmaschinen-Teile Aktien-Gesellschaft.
1,1433,Deutsche Nähmaschinen - Vertriebs-Aktiengesellschaft.
1,1434,Maschinenbau-Unternehmungen Aktiengesellschaft. //
1,1436,Aktiengesellschaft M. Busch.
1,1436,Vereinigte Deutsche Metallwerke Aktiengesellschaft.
1,1439,Eisenwerk Fraulautern A.-G. (Emailleries de la Sarre).
1,1439,Bleiindustrie-Aktiengesellschaft vormals Jung & Lindig.
1,1440,Neue Flöther Landmaschinen Aktiengesellschaft.
1,1440,F. Küppersbusch & Söhne Aktiengesellschaft.
1,1442,Hallesche Maschinenfabrik und Eisengießerei.
1,1444,Deutsche Werft Aktiengesellschaft.
1,1445,Stahl- u. Walzwerk Hennigsdorf Aktiengesellschaft.
1,1446,Howaldtswerke Aktien-Gesellschaft.
1,1447,Metallhütte Brohl Akt.-Ges.
1,1447,"Innwerk, Bayerische Aluminium-Aktiengesellschaft."
1,1448,Gebr. Dietzel Aktiengesellschaft.
1,1448,Lechner & Schlegel Nachfolger Aktiengesellschaft.
1,1448,„Schrottag“ Bayerische Schrott-Aktiengesellschaft.
1,1448,Ramesohl & Schmidt Aktiengesellschaft.
1,1449,Fouquet & Frauz Aktiengesellschaft.
1,1449,"Mano-Werk, Aktiengesellschaft."
1,1450,Maschinenfabrik Sangerhausen Aktiengesellschaft. //
1,1451,Hermann Schmidt & Sohn Aktiengesellschaft.
1,1452,"A. Stotz Aktiengesellschaft, Stuttgart."
1,1452,Nathan Strauss Hüttenwerk Aktiengesellschaft.
1,1453,M. Achgelis Söhne Akt.-Ges.
1,1453,Gesellschaft für Linde’s Eismaschinen A.-G.
1,1456,"Menzel Akt.-Ges., Eisengießerei, Maschinen- und Apparatebau."
1,1456,Deutsch-Atlantische Telegraphengesellschaft.
1,1460,Elektricitätswerk Südwest Aktiengesellschaft.
1,1461,Lippische Elektricitäts-Aktiengesellschaft.
1,1462,"Michael Sendtner, Fabrik für Präzisionsinstrumente Akt.-Ges."
1,1462,KL Winterhaider Akt.-Ges. Uhrenfabrik in Liqu.
1,1462,Stromversorgungs-Aktiengesellschaft Oldenburg-Ostfriesland.
1,1462,"Gesellschaft für elektrische Anlagen, Aktiengesellschaft."
1,1463,Aktien-Gesellschaft Portland-Cementwerk Berka a. Ilm.
1,1463,"J. Reeh, Aktiengesellschaft."
1,1464,Rudolf van Endert Aktiengesellschaft.
1,1464,Glas- und Spiegel-Manufactur.
1,1466,Kodersdorfer Werke A.-G. vorm. A. Dannenberg.
1,1466,"Akt.-Ges. Wick-Werke, vereinigte Fabriken Merkelbach & Wiek, Merkelbach, Stadelmann & Co."
1,1466,Breitenburger Portland-Cement-Fabrik.
1,1468,Aktien-Ziegelei Langensalza A.-G.
1,1468,Vereinigte Speyerer Ziegelwerke A.-G.
1,1469,Oberpfälzische Tongruben Aktiengesellschaft.
1,1469,Obernkirchener Sandsteinbrüche Akt.-Ges.
1,1470,Dampfziegelei Huntlosen Aktiengesellschaft.
1,1470,Rheinische Spiegelglas-Fabrik.
1,1472,Schermbecker Thon- & Falzziegelwerke Akt.-Ges.
1,1473,"Siegersdorf er Werke vorm. Fried. Hof fmann, Aktiengesellschaftt. //"
1,1475,Porzellanfabrik Joseph Schachtel Aktiengesellschaft.
1,1475,Haimstetter Spinnerei und Weberei.
1,1476,Spinnerei und Weberei Pfersee.
1,1477,Aquatite Aktiengesellschaft.
1,1477,Jongla Krawattenfabrik Aktiengesellschaft.
1,1478,"Meyerhof & Nathorff, Aktiengesellschaft."
1,1478,Textilverwaltung Aktiengesellschaft.
1,1478,Norddeutsche Woll- und Kammgarn-Industrie Aktiengesellschaft
1,1479,Württembergische Baumwoll-Spinnerei und Weberei. ///
1,1480,Vereinigte Filzfabriken.
1,1481,"C. Hugo Eidner & Co., Aktiengesellschaft."
1,1481,Gebrüder Zschille Tuchfabrik Aktiengesellschaft.
1,1482,Wilhelmsburger Wollkämmerei Aktiengesellschaft.
1,1482,Mechanische Weberei D. Regensburger Aktien-Gesellschaff.
1,1482,Vogtländische Baumwollspinnerei.
1,1483,Kasseler Wollwäscherei Aktiengesellschaft.
1,1483,Im. Unger Aktien-Gesellschaft.
1,1483,"Mechanische Weberei Eislingen, Greiner & Lemppenau Aktiengesellschaft"
1,1484,Spinnerei und Weberei Kottern.
1,1485,Seidengarn-Veredlungs-Akt.-Ges.
1,1485,Kulmbacher Spinnerei.
1,1486,"Magdeburger Bindegarn-, Sack- u. Plan-Aktiengesellschaft"
1,1486,Schuhfabrik Herbst Akt-Ges.
1,1486,Gebrüder Boehmann Aktiengesellschaft.
1,1487,Mechanische Bindfadenfabrik Oberachern.
1,1487,F. H. Hammersen Actien-Gesellschaft.
1,1489,Mechanische Bindfadenfabrik Schretzheim. Aktiengesellschaft.
1,1490,Slriwag Akt-Ges. für Strick- und Wirkindustrie in Liqu.
1,1490,„Liga“ Sportarfikelfabrik Aktiengesellschaft.
1,1490,Sommerfelder Tuchfabriken Aktiengesellschaft.
1,1491,"C. F. Windisch, Aktiengesellschaft."
1,1491,Baumwollspinnerei Unterhausen.
1,1492,Mechanische Seidenweberei Viersen Aktiengesellschaft.
1,1492,Glanzfäden-Aktiengesellschaft in Liqu.
1,1492,Mechanische Band- und Kunstweherei Kruse & Söhne Aktiengesellschaft.
1,1493,Baumwoll-Spinnerei Zwickau.
1,1494,"„Duffag“ Chemisch-technisches Werk, Aktiengesellschaft."
1,1494,"Elektro-Osmose Aktiengesellschaft, Graf Schwerin Gesellschaft."
1,1495,"F. Hoffmann-La Roche & Co. Aktiengesellschaft Berlin, Chemische Fabrik."
1,1495,B. Paege & Co. Aktiengesellschaft.
1,1496,Max Elb Aktiengesellschaft.
1,1496,E. Matthes & Weber
1,1496,Aktiengesellschaft für Chemische & Teerprodukte.
1,1497,"Superphosphatfabrik Nordenham, Aktiengesellschaft."
1,1497,P. Beiersdorf & Co. Aktiengesellschaft.
1,1498,Kiihl-Sole Aktiengesellschaft.
1,1499,Industriewerke Lohwald A.-G.
1,1499,"' Bayer. Hyp.- u. Wechselbank, Deutsche Bank u. Dis- Chemische Fabrik J. Blaes & Co., Aktiengesellschaft."
1,1499,Chemische Fabrik Zyma Aktiengesellschaft.
1,1500,Joseph Gautsch Aktiengesellschaft.
1,1500,Chemische Fabriken Worms Akt.-Ges.
1,1501,"Pharmakon Aktiengesellschaft, Chemische Fabrik."
1,1501,Vereinigte Deutsche Bitumen-Dachpappenfabriken Aktiengesellschaft.
1,1501,Braunsberger Lederfabrik Johannes Berger Feinleder Aktiengesellschaft Braunsberg.
1,1501,"Emil Köster A.-G., Lederfabriken."
1,1502,Stader Lederfabrik Aktiengesellschaft.
1,1503,"£. Sprick, Papier- u. Wellpappenwerke, Akt.-Ges."
1,1504,Paul Steinbock Papier- und Zellulose-Fabrik Aktiengesellschaft.
1,1504,Dresdner Chromo- & Kunstdruck-Papierfabrik Krause & Baumann Aktiengesellschaft.
1,1506,"Buntpapierfabrik Ludwig Bähr, Kommanditgesellschaft auf Aktien,"
1,1506,"Feldmühle, Papier- und Zellstoffwerke, Aktiengesellschaft. //"
1,1511,Königsberger Zellstoff-Fabriken und Chemische Werke Koholyt Aktiengesellschaft.
1,1512,Plakat und Reklame Akt.-Ges. vorm. Paul Funk.
1,1513,Fischer-Werke Akt.-Ges.
1,1513,Fuldaer Actiendruckerei.
1,1513,"Anton J. Benjamin,"
1,1514,Vereinsdruckerei Heidelberg A.-G.
1,1514,Weiss & Zimmer Aktiengesellschaft.
1,1514,"Häufler & Wiest Aktiengesellschaft, graphische Kunstanstalt und Druckerei."
1,1514,Stuttgarter Vereinsbuchdruckerei Akt.-Ges.
1,1515,* Kommandantenhof Kontorhaus Aktiengesellschaft.
1,1515,* Stettiner Grundstücksgesellschaft Politzer Straße Aktiengesellschaft
1,1515,* Ruscheweyh Tisch- und Möbel-Fabrik Aktiengesellschaft.
1,1516,* Deutsche Luftf ahrzeughau-Aktiengesellschaf t.
1,1516,*„Sübag“ Südbayerische Beteiligungs-Aktiengesellschaft.
2,163,"Treuhand- und Finanzierung-Gesellschaften, Lombardgeschäfte. Zwecksparverband für Eigenheime Aktiengesellschaft."
2,163,Schleswig-Holsteinische Treuhand-Aktiengesellschaft.
2,163,"Bankverein Artern, Spröngerts, Büchner & Co. Kommanditgesellschaft auf Aktien."
2,164,"Augsburger Handels- und Gewerbebank (Viehmarktbank), Akt.-Ges."
2,164,Ranquc des Reglements International!* (B. R. I.). — Banca dei Regolamenti Internazionali (R. R.I.). — Rank for International Settlements (R. I. S.).
2,168,Akt.-Ges. für Verwaltung von Gemeinschaftsvermögen in Liqu.
2,168,Aktiengesellschaft für Wirtschaftsprüfung Deutsche Baurevision.
2,168,Allgemeine Wirtschaftsbank Aktien-Gesellschaft.
2,169,Bank Elektrischer Werte Aktiengesellschaft.
2,171,Bank für Kommunal- und Grundkredit Aktiengesellschaft.
2,171,Bank für Landwirtschaft Aktiengesellschaft.
2,172,"„Behak“ Beamten-, Handels- unc"
2,172,Berliner Revisions-Aktiengesellschaft.
2,172,Berliner Stadfschafts-Bank Aktiengesellschaft.
2,173,„Consulta“ Treuhand-Aktiengesellschaft.
2,174,* Continentale Commerz-Gesellschaft Aktiengesellschaft.
2,174,Deutsche Bauernbank Aktiengesellschaft.
2,174,Deutsche Beamten-Zentral-Bank Aktiengesellschaft.
2,175,"Deutsche Gartenbau-Kredit Aktiengesellschaft,"
2,176,Deutsche Genossenschaftsbank Aktiengesellschaft.
2,176,Deutsche Genossenschafts-Hypothekenbank Akt.-Ges. //
2,178,Deutsche Genossenschafts-Revisions- und Treuhand- Aktiengesellschaft.
2,179,Deutsche Golddiskonthank.
2,182,Deutsche Kredit- und Handelsgesellschaft Aktiengesellschaft.
2,183,Deutsche Länderbank Aktiengesellschaft.
2,184,Deutsche Landvolk-Bank Akt.-Ges.
2,184,Deutsche Raiffeisenbank A.-G. in Liqu.
2,185,Deutsche Revisions- und Treuhand-Aktiengesellschaft.
2,186,Deutsche Treuhand- und Revisions-Aktiengesellschaft.
2,186,Deutsche Unionbank Aktiengesellschaft.
2,187,Deutsche Wirtschaftsbank Aktiengesellschaft.
2,187,Deutsche Wohnstätten-Hypothekenbank Aktiengesellschaft. //
2,190,"Noten-, Kredit- und Hypothekenbanken. Deutschland Bauspar-Aktiengesellschaft für Stadt u.Land inLiqu."
2,190,Diskont und Kredit Aktiengesellschaft.
2,190,Finanzgesellschaft industrieller Unternehmungen Aktiengesellschaft.
2,191,Grundwerte-Treuhand Aktiengesellschaft in Liqu.
2,191,Handelsbank Aktiengesellschaft in Liqu.
2,191,Heine’sche Vermögens-Verwaltung Aktiengesellschaft.
2,191,Immobiliarkredit-Aktiengesellschaft.
2,192,Investa Aktiengesellschaft für Anlage und Verwaltung.
2,192,"F. W. Krause & Go. Bankgeschäft, K.-G. a. A. in Liqu."
2,192,Kreditanstalt Deutscher Brauereien Aktien-Gesellschaft.
2,192,"Kreditanstalt für Verkehrsmittel, Akt.-Ges. in Liqu."
2,193,Kreditbank-Aktiengesellschaft in Liqu.
2,193,Märkische Bank Aktiengesellschaft in Liqu.
2,193,Mercator Aktiengesellschaft für Finanz- u. Versicherungs-Wesen.
2,193,Mühlenindustrie-Bank Akt.-Ges. in Liqu.
2,194,Rentenbrief-Aktiengesellschaft.
2,194,A. Scharfenberger & Co. Bank-Kommanditges. auf Aktien.
2,194,Solidaris Treuhand-Aktien-Gesellschaft.
2,194,Spar- und Kredit-Anstalt Aktiengesellschaft.
2,195,Sparkraft-Aktiengesellschaft für Kapiialhildung.
2,195,Textil Treuhand u. Verwaltungs-Aktiengesellschaft.
2,195,August Thyssen-Bank Aktiengesellschaft.
2,196,„Treuhand“ Aktiengesellschaft für Buch- und Betriebs-Prüfung.
2,196,"Treuhand Akt.-Ges. für Industrie, Handel und Gewerbe."
2,196,Treuhandgesellschaft Eintracht Aktiengesellschaft.
2,197,Union Bank Kommanditgesellschaft auf Aktien.
2,197,Vereinigte Industrie-Unternehmungen Aktiengesellschaft // (Viag).
2,200,Wirtschafts-Treuhand Aktiengesellschaft.
2,200,„Wuw“ Akt-Ges. für Waren und Wertpapiere.
2,200,Vereinssparkasse in Bersenbrück Akt.-Ges.
2,200,Treuhand- und Revisionsaktiengesellschaft Bielefeld.
2,201,Kommunalbank Aktiengesellschaft.
2,201,Gewerbebank Böblingen A.-G.
2,201,Fleckenskasse A.-G. (vormals Flecken Bramstedter Spar- und Leihkasse Akt.-Ges.)
2,202,Ostpreußische Revisions- u. Treuhand-Aktiengesellschaft.
2,202,"beratung (vorm. Dipl.-Kfm, Willer und Dipl.-Kfm. Lang Treuhandgesellschaft)"
2,202,Bankverein für Nordwestdeutschland Aktiengesellschaft.
2,203,Bremer Volks- und Sparbank Aktiengesellschaft.
2,203,Norddeutsche Kreditbank Aktiengesellschaft.
2,204,Norddeutsche Treuhand-Verwaltung Aktiengesellschaft.
2,204,Breslauer Baubank.
2,205,Breslauer Kassenverein u. Effektengirobank Aktiengesellschaft.
2,206,Hansa-Bank Schlesien Aktiengesellschaft.
2,206,Bank für Handel u. Verkehr Aktiengesellschaft.
2,207,Chemnitzer Bank Aktiengesellschaft.
2,207,Chemnitzer Bank für Grundbesitz Aktiengesellschaft.
2,207,Cochemer Volksbank Actiengesellschaft.
2,208,Coseler Bankverein
2,208,Demminer Kreisbank Aktiengesellschaft.
2,208,Donauhank Aktiengesellschaft.
2,209,Allgemeine Treuhand-Aktien-Gesellschaft.
2,209,Dresdner Bank.
2,214,Sächsische Getreidekreditbank Aktiengesellschaft.
2,214,Sächsische Handelsbank in Liqu.
2,215,Deutsche Werkmeister Sparbank Aktiengesellschaft.
2,215,Ernst Tewes Bank- und Verwaltungsaktiengesellschaft.
2,215,Deutsche Schiffskreditbank Aktiengesellschaft.
2,217,Revisions- und Treuhand-Akt-Ges. „Westdeutschland“.
2,217,Rheinisch-Westfälischer Kassen-Verein Akt.-Ges.
2,218,Frankenthaler Volkshank Aktiengesellschaft.
2,218,Deutsche Effecten- und Wechsel-Bank.
2,220,Frankfurter Bank.
2,222,"Frankfurter Baukasse, Aktiengesellschaft."
2,222,Westbank Aktiengesellschaft.
2,222,Oberhessische Bank Actiengesellschaft.
2,223,"Volksbank Füssen, Akt.-Ges."
2,224,Gederner Bank Aktiengesellschaft.
2,224,Geltinger Kreditbank Aktiengesellschaft.
2,224,Aktiengesellschaft Spar- und Vorschußverein Großhartmannsdorf.
2,225,Gross Strehlitzer Bank Aktiengesellschaft.
2,225,Volksbank Groß-Zimmern Aktiengesellschaft.
2,225,"Elektro-Spar- und Kreditbank, Aktiengesellschaft."
2,226,"Hademarscher Spar- u. Leihkasse, A.-G."
2,226,Gewerbe- u. Handelsbank Aktiengesellschaft.
2,226,Hallesche Effecten- u. Wechselbank Actiengesellschaft.
2,227,"Hallescher Bankverein von Kulisch, Kaempf & Co. // Hommandit-Ges. auf Aktien."
2,229,Bank für deutsche Arbeit und Sparbank von 1820 Akt.-Ges.
2,229,Commerz- und Privat-Bank Aktiengesellschaft.
2,232,Deutsche Schiffsbeleihungs-Bank Akt.-Ges.
2,233,Hamburger Treuhand Aktiengesellschaft.
2,234,1923 Aktiengesellschaft.
2,235,Hanseatische Kreditanstalt für Verkehrsmittel Aktiengesellschaft.
2,235,Waren-Credit-Anstalt in Hamburg.
2,235,"Gebr. Dammann Bank Kommandit-Ges, auf Aktien."
2,236,Hannoversche Gesellschaft für Industrie u. Bankwesen Akt.-Ges.
2,236,Wirtschaftsbank für Niederdeutschland Aktiengesellschaft.
2,237,Handels- und Gewerbebank Heilbronn A.-G.
2,237,"Industrie- und Landbank, Aktiengesellschaft."
2,238,Spar- und Vorschußbank A.-G.
2,238,Hertener Volksbank Aktiengesellschaft.
2,239,Schleswig-Holsteinische Bank.
2,240,Schleibank.
2,241,"Landkreditbank Schleswig-Holstein, Aktiengesellschaft."
2,241,"Vereinsbank Kirchberg, Aktiengesellschaft."
2,241,Rheinische Landbank Aktiengesellschaft.
2,242,Bausparkasse Germania Aktiengesellschaft.
2,242,Kölner Kassen-Verein Aktiengesellschaft.
2,243,Rheinisch-Westfälische „Revision“ Treuhand Akt.-Ges.
2,243,Rheinische Banernbank Aktiengesellschaft in Liqu.
2,244,Rheinische Kreditgesellschaft für Haus- und Grundbesitz Aktiengesellschaft.
2,244,Allgemeine Deutsche Credit-Anstalt.
2,248,Communal-Bank für Sachsen.
2,250,„Crehag“ Credit- u. Handels-Aktiengesellschaft.
2,250,Leipziger Kassen-Verein Aktiengesellschaft.
2,251,Kreis-Hypothekenbank Lörrach.
2,251,Pfälzische Hypothekenbank.
2,254,"Pfälzische Wirtschaftshank, Gemeinnützige Aktiengesellschaft."
2,255,Commerz-Bank in Lübeck.
2,256,Landwirtschaftlicher Creditverein für das Wendland.
2,257,Magdeburger Viehmarkt-Bank.
2,257,"Rheinische Garantiehank, Kautions-Versicherungs- Aktiengesellschaft."
2,258,Treuhand-Aktiengesellschaft Rheinland.
2,258,Getreide-Kredit Aktiengesellschaft in Liqu.
2,258,Mayener Volksbank.
2,259,Meeraner Bank Aktiengesellschaft.
2,259,Revisions- u. Treuhand-Aktiengesellschaft „Thüringen“.
2,259,Krögiser Bank Aktiengesellschaft.
2,259,Sauerländischer Bankverein Akt.-Ges.
2,260,Aktiengesellschaft für private Vermögensverwaltung.
2,260,Bayerische Landesgewerbebank-Akt.-Ges.
2,261,Bayerische Treuhand-Aktiengesellschaft.
2,261,"Deutsche Allgemeine Treuhand-Aktiengesellschaft, München-Nürnberg."
2,262,"Deutsche Haupthank für Hypothekenschutz, Aktien-Gesellschaft."
2,262,Landesbank bayerischer Grund- und Hausbesitzervereine Äktien-Geselischaft.
2,263,Münchener Bankverein Aktiengesellschaft in Liqu.
2,263,"Im Jahre 1930 konnten 20%, im Jahre 1931 10% an am 25./1. 1934. Münchner Beteiligungs-Aktiengesellschaft."
2,263,"Süddeutsche Holzwirtschaftsbank, Aktiengesellschaft."
2,264,Süddeutsche Treuhand-Gesellschaft A.-G.
2,265,Kreisbank Gladbach Aktiengesellschaft.
2,265,Amylo-Bank Aktiengesellschaft.
2,266,Ostsachsen-Bank Aktiengesellschaft.
2,266,Neustädter Bank.
2,267,Land- und Forstbank Aktiengesellschaft.
2,267,Fritz Neumeyer Aktiengesellschaft.
2,268,Pforzheimer Bankverein A.-G.
2,268,Aktien-Gesellschaft.
2,268,"Grund- und Hypothekenbank, Aktiengesellschaft."
2,269,Plauener Bank Aktiengesellschaft.
2,270,Radeberger Bank Aktiengesellschaft.
2,271,Reichenbacher Bank Aktiengesellschaft.
2,271,Norddeutsche Revisions- und Treuhand-Aktiengesellschaft.
2,272,Erste Allgemeine Sparversicherungs-Bank A.-G.
2,272,Genossenschaftliche Zentralbank Aktiengesellschaft.
2,273,Treuhand Aktiengesellschaft für Saar- und Rheinland.
2,273,"Schmiedeberger Bank, Aktiengesellschaft."
2,274,Pommersche Bank Aktiengesellschaft.
2,276,Stollberger Stadtbank Aktiengesellschaft.
2,276,Ohr. Pfeiffer Aktiengesellschaft.
2,276,Schwäbische Treuhand-Aktiengesellschaft.
2,277,Stuttgarter Kassen-Verein und Effektengirobank Aktien-Gesellschafi
2,277,Württembergische Finanz-Aktiengesellschaft.
2,278,Bankverein Werther Aktiengesellschaft.
2,278,Industrie- und Gewerbebank Akt.-Ges.
2,278,Bergisch-Märkische Industrie-Gesellschaft
2,280,"Merkur Treuhand- u. Grundstücksverwaltungs-Aktiengesellschaft,"
2,280,J. Wichelhaus P. Sohn Aktiengesellschaft.
2,280,Wurzener Bank.
2,281,"Zörbiger Bankverein von Schröter, Körner & Comp., // Kommanditgesellschaft auf Aktien."
2,281,"Zörbiger Creditverein von Lederer, Kotzsch & Co., Kommanditgesellschaft auf Aktien."
2,282,"Zwickauer Stadtbank, Aktiengesellschaft."
2,282,"Schachtbau, Asphaltgewinnung und -Verarbeitung. Actien-Gesellschaft Frankenberg."
2,283,Barbara Akt.-Ges. in Liqu.
2,283,Gemeinnützige Siedlungs-Aktiengesellschaft Altona.
2,283,"Thormaim & Stiefel, Aktiengesellschaft."
